,Unnamed: 0,pclass,survived,gender,age,sibsp,parch,fare,embarked
588,588,2,1,female,4.0,1,1,23.0,S
589,589,2,1,female,29.0,0,2,23.0,S
590,590,2,1,female,0.9167,1,2,27.75,S
591,591,2,1,female,5.0,1,2,27.75,S
592,592,2,0,male,36.0,1,2,27.75,S
593,593,2,1,female,33.0,1,2,27.75,S
594,594,2,0,male,66.0,0,0,10.5,S
595,595,2,0,male,,0,0,12.88,S
596,596,2,1,male,31.0,0,0,13.0,S
597,597,2,1,male,,0,0,13.0,S
598,598,2,1,female,26.0,0,0,13.5,S
599,599,2,0,female,24.0,0,0,13.0,S
600,600,3,0,male,42.0,0,0,7.55,S
601,601,3,0,male,13.0,0,2,20.25,S
602,602,3,0,male,16.0,1,1,20.25,S
603,603,3,1,female,35.0,1,1,20.25,S
604,604,3,1,female,16.0,0,0,7.65,S
605,605,3,1,male,25.0,0,0,7.65,S
606,606,3,1,male,20.0,0,0,7.93,S
607,607,3,1,female,18.0,0,0,7.23,C
608,608,3,0,male,30.0,0,0,7.25,S
609,609,3,0,male,26.0,0,0,8.05,S
610,610,3,0,female,40.0,1,0,9.48,S
611,611,3,1,male,0.8333,0,1,9.35,S
612,612,3,1,female,18.0,0,1,9.35,S
613,613,3,1,male,26.0,0,0,18.79,C
614,614,3,0,male,26.0,0,0,7.89,S
615,615,3,0,male,20.0,0,0,7.93,S
616,616,3,0,male,24.0,0,0,7.05,S
617,617,3,0,male,25.0,0,0,7.05,S
618,618,3,0,male,35.0,0,0,8.05,S
619,619,3,0,male,18.0,0,0,8.3,S
620,620,3,0,male,32.0,0,0,22.53,S
621,621,3,1,female,19.0,1,0,7.85,S
622,622,3,0,male,4.0,4,2,31.28,S
623,623,3,0,female,6.0,4,2,31.28,S
624,624,3,0,female,2.0,4,2,31.28,S
625,625,3,1,female,17.0,4,2,7.93,S
626,626,3,0,female,38.0,4,2,7.78,S
627,627,3,0,female,9.0,4,2,31.28,S
628,628,3,0,female,11.0,4,2,31.28,S
629,629,3,0,male,39.0,1,5,31.28,S
630,630,3,1,male,27.0,0,0,7.8,S
631,631,3,0,male,26.0,0,0,7.78,S
632,632,3,0,female,39.0,1,5,31.28,S
633,633,3,0,male,20.0,0,0,7.85,S
634,634,3,0,male,26.0,0,0,7.9,S
635,635,3,0,male,25.0,1,0,17.8,S
636,636,3,0,female,18.0,1,0,17.8,S
637,637,3,0,male,24.0,0,0,7.78,S
638,638,3,0,male,35.0,0,0,7.05,S
639,639,3,0,male,5.0,4,2,31.39,S
640,640,3,0,male,9.0,4,2,31.39,S
641,641,3,1,male,3.0,4,2,31.39,S
642,642,3,0,male,13.0,4,2,31.39,S
643,643,3,1,female,5.0,4,2,31.39,S
644,644,3,0,male,40.0,1,5,31.39,S
645,645,3,1,male,23.0,0,0,7.8,S
646,646,3,1,female,38.0,1,5,31.39,S
647,647,3,1,female,45.0,0,0,7.23,C
648,648,3,0,male,21.0,0,0,7.23,C
649,649,3,0,male,23.0,0,0,7.05,S
650,650,3,0,female,17.0,0,0,14.46,C
651,651,3,0,male,30.0,0,0,7.23,C
652,652,3,0,male,23.0,0,0,7.85,S
653,653,3,1,female,13.0,0,0,7.23,C
654,654,3,0,male,20.0,0,0,7.23,C
655,655,3,0,male,32.0,1,0,15.85,S
656,656,3,1,female,33.0,3,0,15.85,S
657,657,3,1,female,0.75,2,1,19.26,C
658,658,3,1,female,0.75,2,1,19.26,C
659,659,3,1,female,5.0,2,1,19.26,C
660,660,3,1,female,24.0,0,3,19.26,C
661,661,3,1,female,18.0,0,0,8.05,S
662,662,3,0,male,40.0,0,0,7.23,C
663,663,3,0,male,26.0,0,0,7.9,S
664,664,3,1,male,20.0,0,0,7.23,C
665,665,3,0,female,18.0,0,1,14.45,C
666,666,3,0,female,45.0,0,1,14.45,C
667,667,3,0,female,27.0,0,0,7.88,Q
668,668,3,0,male,22.0,0,0,8.05,S
669,669,3,0,male,19.0,0,0,8.05,S
670,670,3,0,male,26.0,0,0,7.78,S
671,671,3,0,male,22.0,0,0,9.35,S
672,672,3,0,male,,0,0,7.23,C
673,673,3,0,male,20.0,0,0,4.01,C
674,674,3,1,male,32.0,0,0,56.5,S
675,675,3,0,male,21.0,0,0,7.78,S
676,676,3,0,male,18.0,0,0,7.75,S
677,677,3,0,male,26.0,0,0,7.9,S
678,678,3,0,male,6.0,1,1,15.25,C
679,679,3,0,female,9.0,1,1,15.25,C
680,680,3,0,male,,0,0,7.23,C
681,681,3,0,female,,0,2,15.25,C
682,682,3,0,female,,0,2,7.75,Q
683,683,3,0,male,40.0,1,1,15.5,Q
684,684,3,0,female,32.0,1,1,15.5,Q
685,685,3,0,male,21.0,0,0,16.1,S
686,686,3,1,female,22.0,0,0,7.73,Q
687,687,3,0,female,20.0,0,0,7.85,S
688,688,3,0,male,29.0,1,0,7.05,S
689,689,3,0,male,22.0,1,0,7.25,S
690,690,3,0,male,22.0,0,0,7.8,S
691,691,3,0,male,35.0,0,0,8.05,S
692,692,3,0,female,18.5,0,0,7.28,Q
693,693,3,1,male,21.0,0,0,7.82,Q
694,694,3,0,male,19.0,0,0,6.75,Q
695,695,3,0,female,18.0,0,0,7.88,Q
696,696,3,0,female,21.0,0,0,8.66,S
697,697,3,0,female,30.0,0,0,8.66,S
698,698,3,0,male,18.0,0,0,8.66,S
699,699,3,0,male,38.0,0,0,8.66,S
700,700,3,0,male,17.0,0,0,8.66,S
701,701,3,0,male,17.0,0,0,8.66,S
702,702,3,0,female,21.0,0,0,7.75,Q
703,703,3,0,male,21.0,0,0,7.75,Q
704,704,3,0,male,21.0,0,0,8.05,S
705,705,3,0,male,,1,0,14.46,C
706,706,3,0,female,,1,0,14.46,C
707,707,3,0,male,28.0,0,0,7.8,S
708,708,3,0,male,24.0,0,0,7.85,S
709,709,3,1,female,16.0,0,0,7.75,Q
710,710,3,0,female,37.0,0,0,7.75,Q
711,711,3,0,male,28.0,0,0,7.25,S
712,712,3,0,male,24.0,0,0,8.05,S
713,713,3,0,male,21.0,0,0,7.73,Q
714,714,3,1,male,32.0,0,0,56.5,S
715,715,3,0,male,29.0,0,0,8.05,S
716,716,3,0,male,26.0,1,0,14.45,C
717,717,3,0,male,18.0,1,0,14.45,C
718,718,3,0,male,20.0,0,0,7.05,S
719,719,3,1,male,18.0,0,0,8.05,S
720,720,3,0,male,24.0,0,0,7.25,Q
721,721,3,0,male,36.0,0,0,7.5,S
722,722,3,0,male,24.0,0,0,7.5,S
723,723,3,0,male,31.0,0,0,7.73,Q
724,724,3,0,male,31.0,0,0,7.75,Q
725,725,3,1,female,22.0,0,0,7.75,Q
726,726,3,0,female,30.0,0,0,7.63,Q
727,727,3,0,male,70.5,0,0,7.75,Q
728,728,3,0,male,43.0,0,0,8.05,S
729,729,3,0,male,35.0,0,0,7.9,S
730,730,3,0,male,27.0,0,0,7.9,S
731,731,3,0,male,19.0,0,0,7.9,S
732,732,3,0,male,30.0,0,0,8.05,S
733,733,3,1,male,9.0,1,1,15.9,S
734,734,3,1,male,3.0,1,1,15.9,S
735,735,3,1,female,36.0,0,2,15.9,S
736,736,3,0,male,59.0,0,0,7.25,S
737,737,3,0,male,19.0,0,0,8.16,S
738,738,3,1,female,17.0,0,1,16.1,S
739,739,3,0,male,44.0,0,1,16.1,S
740,740,3,0,male,17.0,0,0,8.66,S
741,741,3,0,male,22.5,0,0,7.23,C
742,742,3,1,male,45.0,0,0,8.05,S
743,743,3,0,female,22.0,0,0,10.52,S
744,744,3,0,male,19.0,0,0,10.17,S
745,745,3,1,female,30.0,0,0,6.95,Q
746,746,3,1,male,29.0,0,0,7.75,Q
747,747,3,0,male,0.3333,0,2,14.4,S
748,748,3,0,male,34.0,1,1,14.4,S
749,749,3,0,female,28.0,1,1,14.4,S
750,750,3,0,male,27.0,0,0,7.9,S
751,751,3,0,male,25.0,0,0,7.9,S
752,752,3,0,male,24.0,2,0,24.15,S
753,753,3,0,male,22.0,0,0,8.05,S
754,754,3,0,male,21.0,2,0,24.15,S
755,755,3,0,male,17.0,2,0,8.05,S
756,756,3,0,male,,1,0,16.1,S
757,757,3,1,female,,1,0,16.1,S
758,758,3,1,male,36.5,1,0,17.4,S
759,759,3,1,female,36.0,1,0,17.4,S
760,760,3,1,male,30.0,0,0,9.5,S
761,761,3,0,male,16.0,0,0,9.5,S
762,762,3,1,male,1.0,1,2,20.58,S
763,763,3,1,female,0.1667,1,2,20.58,S
764,764,3,0,male,26.0,1,2,20.58,S
765,765,3,1,female,33.0,1,2,20.58,S
766,766,3,0,male,25.0,0,0,7.9,S
767,767,3,0,male,,0,0,7.9,S
768,768,3,0,male,,0,0,7.9,S
769,769,3,0,male,22.0,0,0,7.25,S
770,770,3,0,male,36.0,0,0,7.25,S
771,771,3,1,female,19.0,0,0,7.88,Q
772,772,3,0,male,17.0,0,0,7.9,S
773,773,3,0,male,42.0,0,0,8.66,S
774,774,3,0,male,43.0,0,0,7.9,S
775,775,3,0,male,,0,0,7.23,C
776,776,3,0,male,32.0,0,0,7.75,Q
777,777,3,1,male,19.0,0,0,8.05,S
778,778,3,1,female,30.0,0,0,12.48,S
779,779,3,0,female,24.0,0,0,7.75,Q
780,780,3,1,female,23.0,0,0,8.05,S
781,781,3,0,male,33.0,0,0,7.9,C
782,782,3,0,male,65.0,0,0,7.75,Q
783,783,3,1,male,24.0,0,0,7.55,S
784,784,3,0,male,23.0,1,0,13.9,S
785,785,3,1,female,22.0,1,0,13.9,S
786,786,3,0,male,18.0,0,0,7.78,S
787,787,3,0,male,16.0,0,0,7.78,S
788,788,3,0,male,45.0,0,0,6.98,S
789,789,3,0,male,,0,0,7.23,C
790,790,3,0,male,39.0,0,2,7.23,C
791,791,3,0,male,17.0,1,1,7.23,C
792,792,3,0,male,15.0,1,1,7.23,C
793,793,3,0,male,47.0,0,0,7.25,S
794,794,3,1,female,5.0,0,0,12.48,S
795,795,3,0,male,,0,0,7.23,C
796,796,3,0,male,40.5,0,0,15.1,S
797,797,3,0,male,40.5,0,0,7.75,Q
798,798,3,1,male,,0,0,7.05,S
799,799,3,0,male,18.0,0,0,7.8,S
800,800,3,0,female,,0,0,7.75,Q
801,801,3,0,male,,0,0,7.75,Q
802,802,3,0,male,,0,0,6.95,Q
803,803,3,0,male,26.0,0,0,7.88,Q
804,804,3,0,male,,0,0,7.75,Q
805,805,3,1,male,,0,0,56.5,S
806,806,3,0,female,21.0,2,2,34.38,S
807,807,3,0,female,9.0,2,2,34.38,S
808,808,3,0,male,,0,0,8.05,S
809,809,3,0,male,18.0,2,2,34.38,S
810,810,3,0,male,16.0,1,3,34.38,S
811,811,3,0,female,48.0,1,3,34.38,S
812,812,3,0,male,,0,0,7.75,Q
813,813,3,0,male,,0,0,7.25,S
814,814,3,0,male,25.0,0,0,7.74,Q
815,815,3,0,male,,0,0,14.5,S
816,816,3,0,male,,0,0,7.9,C
817,817,3,0,male,22.0,0,0,8.05,S
818,818,3,1,female,16.0,0,0,7.73,Q
819,819,3,1,female,,0,0,7.75,Q
820,820,3,1,male,9.0,0,2,20.53,S
821,821,3,0,male,33.0,1,1,20.53,S
822,822,3,0,male,41.0,0,0,7.85,S
823,823,3,1,female,31.0,1,1,20.53,S
824,824,3,0,male,38.0,0,0,7.05,S
825,825,3,0,male,9.0,5,2,46.9,S
826,826,3,0,male,1.0,5,2,46.9,S
827,827,3,0,male,11.0,5,2,46.9,S
828,828,3,0,female,10.0,5,2,46.9,S
829,829,3,0,female,16.0,5,2,46.9,S
830,830,3,0,male,14.0,5,2,46.9,S
831,831,3,0,male,40.0,1,6,46.9,S
832,832,3,0,female,43.0,1,6,46.9,S
833,833,3,0,male,51.0,0,0,8.05,S
834,834,3,0,male,32.0,0,0,8.36,S
835,835,3,0,male,,0,0,8.05,S
836,836,3,0,male,20.0,0,0,9.85,S
837,837,3,0,male,37.0,2,0,7.93,S
838,838,3,0,male,28.0,2,0,7.93,S
839,839,3,0,male,19.0,0,0,7.78,S
840,840,3,0,female,24.0,0,0,8.85,S
841,841,3,0,female,17.0,0,0,7.73,Q
842,842,3,0,male,,1,0,19.97,S
843,843,3,0,male,,1,0,19.97,S
844,844,3,0,male,28.0,1,0,15.85,S
845,845,3,1,female,24.0,1,0,15.85,S
846,846,3,0,male,20.0,0,0,9.5,S
847,847,3,0,male,23.5,0,0,7.23,C
848,848,3,0,male,41.0,2,0,14.11,S
849,849,3,0,male,26.0,1,0,7.85,S
850,850,3,0,male,21.0,0,0,7.85,S
851,851,3,1,female,45.0,1,0,14.11,S
852,852,3,0,female,,0,0,7.55,S
853,853,3,0,male,25.0,0,0,7.25,S
854,854,3,0,male,,0,0,6.86,Q
855,855,3,0,male,11.0,0,0,18.79,C
856,856,3,1,female,,0,0,7.75,Q
857,857,3,1,male,27.0,0,0,6.98,S
858,858,3,1,male,,0,0,56.5,S
859,859,3,0,female,18.0,0,0,6.75,Q
860,860,3,1,female,26.0,0,0,7.93,S
861,861,3,0,female,23.0,0,0,7.93,S
862,862,3,1,female,22.0,0,0,8.96,S
863,863,3,0,male,28.0,0,0,7.9,S
864,864,3,0,female,28.0,0,0,7.78,S
865,865,3,0,female,,0,0,7.75,Q
866,866,3,1,female,2.0,0,1,12.29,S
867,867,3,1,female,22.0,1,1,12.29,S
868,868,3,0,male,43.0,0,0,6.45,S
869,869,3,0,male,28.0,0,0,22.53,S
870,870,3,1,female,27.0,0,0,7.93,S
871,871,3,0,male,,0,0,7.75,Q
872,872,3,1,female,,0,0,8.05,S
873,873,3,0,male,42.0,0,0,7.65,S
874,874,3,1,male,,0,0,7.89,S
875,875,3,0,male,30.0,0,0,7.23,C
876,876,3,0,male,,0,0,7.9,S
877,877,3,0,female,27.0,1,0,7.93,S
878,878,3,0,female,25.0,1,0,7.93,S
879,879,3,0,male,,0,0,7.9,S
880,880,3,1,male,29.0,0,0,7.9,C
881,881,3,1,male,21.0,0,0,7.8,S
882,882,3,0,male,,0,0,7.05,S
883,883,3,0,male,20.0,0,0,7.85,S
884,884,3,0,male,48.0,0,0,7.85,S
885,885,3,0,male,17.0,1,0,7.05,S
886,886,3,1,female,,0,0,7.75,Q
887,887,3,1,male,,0,0,8.11,S
888,888,3,0,male,34.0,0,0,6.5,S
889,889,3,1,male,26.0,0,0,7.78,S
890,890,3,0,male,22.0,0,0,7.8,S
891,891,3,0,male,33.0,0,0,8.65,S
892,892,3,0,male,31.0,0,0,7.78,S
893,893,3,0,male,29.0,0,0,7.85,S
894,894,3,1,male,4.0,1,1,11.13,S
895,895,3,1,female,1.0,1,1,11.13,S
896,896,3,0,male,49.0,0,0,0.0,S
897,897,3,0,male,33.0,0,0,7.78,S
898,898,3,0,male,19.0,0,0,0.0,S
899,899,3,1,female,27.0,0,2,11.13,S
900,900,3,0,male,,1,2,23.45,S
901,901,3,0,female,,1,2,23.45,S
902,902,3,0,male,,1,2,23.45,S
903,903,3,0,female,,1,2,23.45,S
904,904,3,0,male,23.0,0,0,7.9,S
905,905,3,1,male,32.0,0,0,7.85,S
906,906,3,0,male,27.0,0,0,7.85,S
907,907,3,0,female,20.0,1,0,9.83,S
908,908,3,0,female,21.0,1,0,9.83,S
909,909,3,1,male,32.0,0,0,7.93,S
910,910,3,0,male,17.0,0,0,7.13,S
911,911,3,0,male,21.0,0,0,8.43,S
912,912,3,0,male,30.0,0,0,7.9,S
913,913,3,1,male,21.0,0,0,7.8,S
914,914,3,0,male,33.0,0,0,7.85,S
915,915,3,0,male,22.0,0,0,7.52,S
916,916,3,1,female,4.0,0,1,13.42,C
917,917,3,1,male,39.0,0,1,13.42,C
918,918,3,0,male,,0,0,7.23,C
919,919,3,0,male,18.5,0,0,7.23,C
920,920,3,0,male,,0,0,7.75,Q
921,921,3,0,male,,0,0,7.25,S
922,922,3,1,female,,0,0,7.75,Q
923,923,3,1,female,,0,0,7.75,Q
924,924,3,0,male,34.5,0,0,7.83,Q
925,925,3,0,male,44.0,0,0,8.05,S
926,926,3,1,male,,0,0,7.75,Q
927,927,3,0,male,,1,0,14.45,C
928,928,3,0,female,,1,0,14.45,C
929,929,3,0,male,,1,0,7.75,Q
930,930,3,0,male,,1,0,7.75,Q
931,931,3,0,male,,0,0,7.74,Q
932,932,3,0,female,22.0,2,0,8.66,S
933,933,3,0,male,26.0,2,0,8.66,S
934,934,3,1,female,4.0,0,2,22.03,S
935,935,3,1,male,29.0,3,1,22.03,S
936,936,3,1,female,26.0,1,1,22.03,S
937,937,3,0,female,1.0,1,1,12.18,S
938,938,3,0,male,18.0,1,1,7.85,S
939,939,3,0,female,36.0,0,2,12.18,S
940,940,3,0,male,,0,0,7.9,C
941,941,3,1,male,25.0,0,0,7.23,C
942,942,3,0,male,,0,0,7.23,C
943,943,3,0,female,37.0,0,0,9.59,S
944,944,3,0,male,,0,0,7.9,S
945,945,3,1,male,,0,0,56.5,S
946,946,3,0,male,,0,0,56.5,S
947,947,3,1,female,22.0,0,0,7.25,S
948,948,3,0,male,,0,0,7.75,Q
949,949,3,1,male,26.0,0,0,56.5,S
950,950,3,0,male,29.0,0,0,9.48,S
951,951,3,0,male,29.0,0,0,7.78,S
952,952,3,0,male,22.0,0,0,7.78,S
953,953,3,1,male,22.0,0,0,7.23,C
954,954,3,0,male,,3,1,25.47,S
955,955,3,0,female,,3,1,25.47,S
956,956,3,0,female,,3,1,25.47,S
957,957,3,0,female,,3,1,25.47,S
958,958,3,0,female,,0,4,25.47,S
959,959,3,0,male,32.0,0,0,7.93,S
960,960,3,0,male,34.5,0,0,6.44,C
961,961,3,0,female,,1,0,15.5,Q
962,962,3,0,male,,1,0,15.5,Q
963,963,3,0,male,36.0,0,0,0.0,S
964,964,3,0,male,39.0,0,0,24.15,S
965,965,3,0,male,24.0,0,0,9.5,S
966,966,3,0,female,25.0,0,0,7.78,S
967,967,3,0,female,45.0,0,0,7.75,S
968,968,3,0,male,36.0,1,0,15.55,S
969,969,3,0,female,30.0,1,0,15.55,S
970,970,3,1,male,20.0,1,0,7.93,S
971,971,3,0,male,,0,0,7.88,Q
972,972,3,0,male,28.0,0,0,56.5,S
973,973,3,0,male,,0,0,7.55,S
974,974,3,0,male,30.0,1,0,16.1,S
975,975,3,0,female,26.0,1,0,16.1,S
976,976,3,0,male,,0,0,7.88,S
977,977,3,0,male,20.5,0,0,7.25,S
978,978,3,1,male,27.0,0,0,8.66,S
979,979,3,0,male,51.0,0,0,7.05,S
980,980,3,1,female,23.0,0,0,7.85,S
981,981,3,1,male,32.0,0,0,7.58,S
982,982,3,0,male,,0,0,7.9,S
983,983,3,0,male,,0,0,7.55,S
984,984,3,1,female,,0,0,7.75,Q
985,985,3,1,male,24.0,0,0,7.14,S
986,986,3,0,male,22.0,0,0,7.13,S
987,987,3,0,female,,0,0,7.88,Q
988,988,3,0,male,,0,0,7.75,Q
989,989,3,0,male,,0,0,8.05,S
990,990,3,0,male,29.0,0,0,7.93,S
991,991,3,1,male,,0,0,7.23,C
992,992,3,0,female,30.5,0,0,7.75,Q
993,993,3,1,female,,0,0,7.74,Q
994,994,3,0,male,,0,0,7.23,C
995,995,3,0,male,35.0,0,0,7.9,C
996,996,3,0,male,33.0,0,0,7.9,S
997,997,3,1,female,,0,0,7.23,C
998,998,3,0,male,,0,0,7.9,C
999,999,3,1,female,,0,0,7.75,Q
1000,1000,3,1,male,,0,0,7.75,Q
1001,1001,3,1,female,,2,0,23.25,Q
1002,1002,3,1,female,,2,0,23.25,Q
1003,1003,3,1,male,,2,0,23.25,Q
1004,1004,3,1,female,,0,0,7.79,Q
1005,1005,3,0,male,,0,0,15.5,Q
1006,1006,3,1,female,,0,0,7.88,Q
1007,1007,3,1,female,15.0,0,0,8.03,Q
1008,1008,3,0,female,35.0,0,0,7.75,Q
1009,1009,3,0,male,,0,0,7.75,Q
1010,1010,3,0,male,24.0,1,0,16.1,S
1011,1011,3,0,female,19.0,1,0,16.1,S
1012,1012,3,0,female,,0,0,7.75,Q
1013,1013,3,0,female,,0,0,8.05,S
1014,1014,3,0,female,,0,0,8.05,S
1015,1015,3,0,male,55.5,0,0,8.05,S
1016,1016,3,0,male,,0,0,7.75,Q
1017,1017,3,1,male,21.0,0,0,7.78,S
1018,1018,3,0,male,,0,0,8.05,S
1019,1019,3,0,male,24.0,0,0,7.9,S
1020,1020,3,0,male,21.0,0,0,7.9,S
1021,1021,3,0,male,28.0,0,0,7.9,S
1022,1022,3,0,male,,0,0,7.9,S
1023,1023,3,1,female,,0,0,7.88,Q
1024,1024,3,0,male,25.0,0,0,7.65,S
1025,1025,3,1,male,6.0,0,1,12.48,S
1026,1026,3,1,female,27.0,0,1,12.48,S
1027,1027,3,0,male,,0,0,8.05,S
1028,1028,3,1,female,,1,0,24.15,Q
1029,1029,3,0,male,,1,0,24.15,Q
1030,1030,3,0,male,,0,0,8.46,Q
1031,1031,3,0,male,34.0,0,0,8.05,S
1032,1032,3,0,male,,0,0,7.75,Q
1033,1033,3,1,male,,0,0,7.78,S
1034,1034,3,1,male,,1,1,15.25,C
1035,1035,3,1,male,,1,1,15.25,C
1036,1036,3,1,female,,0,2,15.25,C
1037,1037,3,1,female,,0,0,7.23,C
1038,1038,3,0,male,,0,0,8.05,S
1039,1039,3,1,female,,0,0,7.73,Q
1040,1040,3,1,female,24.0,0,0,7.75,Q
1041,1041,3,0,male,,0,0,8.05,S
1042,1042,3,1,female,,1,0,15.5,Q
1043,1043,3,1,female,,1,0,15.5,Q
1044,1044,3,1,female,,0,0,15.5,Q
1045,1045,3,0,male,18.0,0,0,7.75,S
1046,1046,3,0,male,22.0,0,0,7.9,S
1047,1047,3,1,female,15.0,0,0,7.23,C
1048,1048,3,1,female,1.0,0,2,15.74,C
1049,1049,3,1,male,20.0,1,1,15.74,C
1050,1050,3,1,female,19.0,1,1,15.74,C
1051,1051,3,0,male,33.0,0,0,8.05,S
1052,1052,3,0,male,,0,0,7.9,S
1053,1053,3,0,male,,0,0,7.23,C
1054,1054,3,0,female,,0,0,7.75,Q
1055,1055,3,0,male,,0,0,7.9,S
1056,1056,3,1,male,12.0,1,0,11.24,C
1057,1057,3,1,female,14.0,1,0,11.24,C
1058,1058,3,0,female,29.0,0,0,7.93,S
1059,1059,3,0,male,28.0,0,0,8.05,S
1060,1060,3,1,female,18.0,0,0,7.78,S
1061,1061,3,1,female,26.0,0,0,7.85,S
1062,1062,3,0,male,21.0,0,0,7.85,S
1063,1063,3,0,male,41.0,0,0,7.13,S
1064,1064,3,1,male,39.0,0,0,7.93,S
1065,1065,3,0,male,21.0,0,0,7.8,S
1066,1066,3,0,male,28.5,0,0,7.23,C
1067,1067,3,1,female,22.0,0,0,7.75,S
1068,1068,3,0,male,61.0,0,0,6.24,S
1069,1069,3,0,male,,1,0,15.5,Q
1070,1070,3,0,male,,0,0,7.83,Q
1071,1071,3,1,female,,1,0,15.5,Q
1072,1072,3,0,male,,0,0,7.73,Q
1073,1073,3,0,male,,0,0,7.75,Q
1074,1074,3,0,male,,0,0,7.75,Q
1075,1075,3,0,male,23.0,0,0,9.23,S
1076,1076,3,0,female,,0,0,7.75,Q
1077,1077,3,1,female,,0,0,7.75,Q
1078,1078,3,1,female,,0,0,7.88,Q
1079,1079,3,1,female,22.0,0,0,7.78,S
1080,1080,3,1,male,,0,0,7.75,Q
1081,1081,3,1,female,,0,0,7.83,Q
1082,1082,3,1,male,9.0,0,1,3.17,S
1083,1083,3,0,male,28.0,0,0,22.53,S
1084,1084,3,0,male,42.0,0,1,8.4,S
1085,1085,3,0,male,,0,0,7.31,S
1086,1086,3,0,female,31.0,0,0,7.85,S
1087,1087,3,0,male,28.0,0,0,7.85,S
1088,1088,3,1,male,32.0,0,0,7.78,S
1089,1089,3,0,male,20.0,0,0,9.23,S
1090,1090,3,0,female,23.0,0,0,8.66,S
1091,1091,3,0,female,20.0,0,0,8.66,S
1092,1092,3,0,male,20.0,0,0,8.66,S
1093,1093,3,0,male,16.0,0,0,9.22,S
1094,1094,3,1,female,31.0,0,0,8.68,S
1095,1095,3,0,female,,0,0,7.63,Q
1096,1096,3,0,male,2.0,3,1,21.08,S
1097,1097,3,0,male,6.0,3,1,21.08,S
1098,1098,3,0,female,3.0,3,1,21.08,S
1099,1099,3,0,female,8.0,3,1,21.08,S
1100,1100,3,0,female,29.0,0,4,21.08,S
1101,1101,3,0,male,1.0,4,1,39.69,S
1102,1102,3,0,male,7.0,4,1,39.69,S
1103,1103,3,0,male,2.0,4,1,39.69,S
1104,1104,3,0,male,16.0,4,1,39.69,S
1105,1105,3,0,male,14.0,4,1,39.69,S
1106,1106,3,0,female,41.0,0,5,39.69,S
1107,1107,3,0,male,21.0,0,0,8.66,S
1108,1108,3,0,male,19.0,0,0,14.5,S
1109,1109,3,0,male,,0,0,8.71,C
1110,1110,3,0,male,32.0,0,0,7.9,S
1111,1111,3,0,male,0.75,1,1,13.78,S
1112,1112,3,0,female,3.0,1,1,13.78,S
1113,1113,3,0,female,26.0,0,2,13.78,S
1114,1114,3,0,male,,0,0,7.0,S
1115,1115,3,0,male,,0,0,7.78,S
1116,1116,3,0,male,,0,0,8.05,S
1117,1117,3,0,male,21.0,0,0,7.93,S
1118,1118,3,0,male,25.0,0,0,7.93,S
1119,1119,3,0,male,22.0,0,0,7.25,S
1120,1120,3,1,male,25.0,1,0,7.78,S
1121,1121,3,1,male,,1,1,22.36,C
1122,1122,3,1,female,,1,1,22.36,C
1123,1123,3,1,female,,0,2,22.36,C
1124,1124,3,0,female,,0,0,8.14,Q
1125,1125,3,0,male,24.0,0,0,8.05,S
1126,1126,3,0,female,28.0,0,0,7.9,S
1127,1127,3,0,male,19.0,0,0,7.9,S
1128,1128,3,0,male,,0,0,7.9,S
1129,1129,3,0,male,25.0,1,0,7.78,S
1130,1130,3,0,female,18.0,0,0,7.78,S
1131,1131,3,1,male,32.0,0,0,8.05,S
1132,1132,3,0,male,,0,0,7.9,S
1133,1133,3,0,male,17.0,0,0,8.66,S
1134,1134,3,0,male,24.0,0,0,8.66,S
1135,1135,3,0,male,,0,0,7.9,S
1136,1136,3,0,female,,0,0,8.11,S
1137,1137,3,0,male,,0,0,7.23,C
1138,1138,3,0,male,,0,0,7.25,S
1139,1139,3,0,male,38.0,0,0,7.9,S
1140,1140,3,0,male,21.0,0,0,8.05,S
1141,1141,3,0,male,10.0,4,1,29.13,Q
1142,1142,3,0,male,4.0,4,1,29.13,Q
1143,1143,3,0,male,7.0,4,1,29.13,Q
1144,1144,3,0,male,2.0,4,1,29.13,Q
1145,1145,3,0,male,8.0,4,1,29.13,Q
1146,1146,3,0,female,39.0,0,5,29.13,Q
1147,1147,3,0,female,22.0,0,0,39.69,S
1148,1148,3,0,male,35.0,0,0,7.13,S
1149,1149,3,1,female,,0,0,7.72,Q
1150,1150,3,0,male,,0,0,14.5,S
1151,1151,3,0,female,,0,0,14.5,S
1152,1152,3,0,male,50.0,1,0,14.5,S
1153,1153,3,0,female,47.0,1,0,14.5,S
1154,1154,3,0,male,,0,0,8.05,S
1155,1155,3,0,male,,0,0,7.78,S
1156,1156,3,0,female,2.0,1,1,20.21,S
1157,1157,3,0,male,18.0,1,1,20.21,S
1158,1158,3,0,female,41.0,0,2,20.21,S
1159,1159,3,1,female,,0,0,8.05,S
1160,1160,3,0,male,50.0,0,0,8.05,S
1161,1161,3,0,male,16.0,0,0,8.05,S
1162,1162,3,1,male,,0,0,7.75,Q
1163,1163,3,0,male,,0,0,24.15,Q
1164,1164,3,0,male,,0,0,7.23,C
1165,1165,3,0,male,25.0,0,0,7.23,C
1166,1166,3,0,male,,0,0,7.23,C
1167,1167,3,0,male,,0,0,7.73,Q
1168,1168,3,0,male,,0,0,7.58,S
1169,1169,3,0,male,38.5,0,0,7.25,S
1170,1170,3,0,male,,8,2,69.55,S
