,Unnamed: 0,pclass,survived,name,gender,age,sibsp,parch,fare,embarked
311,311,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,164.87,S
312,312,1,0,"Widener, Mr. George Dunton",male,50.0,1,1,211.5,C
313,313,1,0,"Widener, Mr. Harry Elkins",male,27.0,0,2,211.5,C
314,314,1,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",female,50.0,1,1,211.5,C
315,315,1,1,"Willard, Miss. Constance",female,21.0,0,0,26.55,S
316,316,1,0,"Williams, Mr. Charles Duane",male,51.0,0,1,61.38,C
317,317,1,1,"Williams, Mr. Richard Norris II",male,21.0,0,1,61.38,C
318,318,1,0,"Williams-Lambert, Mr. Fletcher Fellows",male,29.8811345124283,0,0,35.0,S
319,319,1,1,"Wilson, Miss. Helen Alice",female,31.0,0,0,134.5,C
320,320,1,1,"Woolner, Mr. Hugh",male,29.8811345124283,0,0,35.5,S
321,321,1,0,"Wright, Mr. George",male,62.0,0,0,26.55,S
322,322,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,135.63,C
323,323,2,0,"Abelson, Mr. Samuel",male,30.0,1,0,24.0,C
324,324,2,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,24.0,C
325,325,2,0,"Aldworth, Mr. Charles Augustus",male,30.0,0,0,13.0,S
326,326,2,0,"Andrew, Mr. Edgardo Samuel",male,18.0,0,0,11.5,S
327,327,2,0,"Andrew, Mr. Frank Thomas",male,25.0,0,0,10.5,S
328,328,2,0,"Angle, Mr. William A",male,34.0,1,0,26.0,S
329,329,2,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,26.0,S
330,330,2,0,"Ashby, Mr. John",male,57.0,0,0,13.0,S
331,331,2,0,"Bailey, Mr. Percy Andrew",male,18.0,0,0,11.5,S
332,332,2,0,"Baimbrigge, Mr. Charles Robert",male,23.0,0,0,10.5,S
333,333,2,1,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,13.0,S
334,334,2,0,"Banfield, Mr. Frederick James",male,28.0,0,0,10.5,S
335,335,2,0,"Bateman, Rev. Robert James",male,51.0,0,0,12.53,S
336,336,2,1,"Beane, Mr. Edward",male,32.0,1,0,26.0,S
337,337,2,1,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,26.0,S
338,338,2,0,"Beauchamp, Mr. Henry James",male,28.0,0,0,26.0,S
339,339,2,1,"Becker, Master. Richard F",male,1.0,2,1,39.0,S
340,340,2,1,"Becker, Miss. Marion Louise",female,4.0,2,1,39.0,S
341,341,2,1,"Becker, Miss. Ruth Elizabeth",female,12.0,2,1,39.0,S
342,342,2,1,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,36.0,0,3,39.0,S
343,343,2,1,"Beesley, Mr. Lawrence",male,34.0,0,0,13.0,S
344,344,2,1,"Bentham, Miss. Lilian W",female,19.0,0,0,13.0,S
345,345,2,0,"Berriman, Mr. William John",male,23.0,0,0,13.0,S
346,346,2,0,"Botsford, Mr. William Hull",male,26.0,0,0,13.0,S
347,347,2,0,"Bowenur, Mr. Solomon",male,42.0,0,0,13.0,S
348,348,2,0,"Bracken, Mr. James H",male,27.0,0,0,13.0,S
349,349,2,1,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,13.0,S
350,350,2,1,"Brown, Miss. Edith Eileen",female,15.0,0,2,39.0,S
351,351,2,0,"Brown, Mr. Thomas William Solomon",male,60.0,1,1,39.0,S
352,352,2,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1,1,39.0,S
353,353,2,1,"Bryhl, Miss. Dagmar Jenny Ingeborg ",female,20.0,1,0,26.0,S
354,354,2,0,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,26.0,S
355,355,2,1,"Buss, Miss. Kate",female,36.0,0,0,13.0,S
356,356,2,0,"Butler, Mr. Reginald Fenton",male,25.0,0,0,13.0,S
357,357,2,0,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,13.0,S
358,358,2,1,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,13.0,S
359,359,2,1,"Caldwell, Master. Alden Gates",male,0.8333,0,2,29.0,S
360,360,2,1,"Caldwell, Mr. Albert Francis",male,26.0,1,1,29.0,S
361,361,2,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,29.0,S
362,362,2,1,"Cameron, Miss. Clear Annie",female,35.0,0,0,21.0,S
363,363,2,0,"Campbell, Mr. William",male,29.8811345124283,0,0,0.0,S
364,364,2,0,"Carbines, Mr. William",male,19.0,0,0,13.0,S
365,365,2,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,26.0,S
366,366,2,0,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,26.0,S
367,367,2,0,"Chapman, Mr. Charles Henry",male,52.0,0,0,13.5,S
368,368,2,0,"Chapman, Mr. John Henry",male,37.0,1,0,26.0,S
369,369,2,0,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,29.0,1,0,26.0,S
370,370,2,1,"Christy, Miss. Julie Rachel",female,25.0,1,1,30.0,S
371,371,2,1,"Christy, Mrs. (Alice Frances)",female,45.0,0,2,30.0,S
372,372,2,0,"Clarke, Mr. Charles Valentine",male,29.0,1,0,26.0,S
373,373,2,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,26.0,S
374,374,2,0,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,10.5,S
375,375,2,0,"Collander, Mr. Erik Gustaf",male,28.0,0,0,13.0,S
376,376,2,1,"Collett, Mr. Sidney C Stuart",male,24.0,0,0,10.5,S
377,377,2,1,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,26.25,S
378,378,2,0,"Collyer, Mr. Harvey",male,31.0,1,1,26.25,S
379,379,2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,1,1,26.25,S
380,380,2,1,"Cook, Mrs. (Selena Rogers)",female,22.0,0,0,10.5,S
381,381,2,0,"Corbett, Mrs. Walter H (Irene Colvin)",female,30.0,0,0,13.0,S
382,382,2,0,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,29.8811345124283,0,0,21.0,S
383,383,2,0,"Cotterill, Mr. Henry ""Harry""",male,21.0,0,0,11.5,S
384,384,2,0,"Cunningham, Mr. Alfred Fleming",male,29.8811345124283,0,0,0.0,S
385,385,2,1,"Davies, Master. John Morgan Jr",male,8.0,1,1,36.75,S
386,386,2,0,"Davies, Mr. Charles Henry",male,18.0,0,0,73.5,S
387,387,2,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,48.0,0,2,36.75,S
388,388,2,1,"Davis, Miss. Mary",female,28.0,0,0,13.0,S
389,389,2,0,"de Brito, Mr. Jose Joaquim",male,32.0,0,0,13.0,S
390,390,2,0,"Deacon, Mr. Percy William",male,17.0,0,0,73.5,S
391,391,2,0,"del Carlo, Mr. Sebastiano",male,29.0,1,0,27.72,C
392,392,2,1,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24.0,1,0,27.72,C
393,393,2,0,"Denbury, Mr. Herbert",male,25.0,0,0,31.5,S
394,394,2,0,"Dibden, Mr. William",male,18.0,0,0,73.5,S
395,395,2,1,"Doling, Miss. Elsie",female,18.0,0,1,23.0,S
396,396,2,1,"Doling, Mrs. John T (Ada Julia Bone)",female,34.0,0,1,23.0,S
397,397,2,0,"Downton, Mr. William James",male,54.0,0,0,26.0,S
398,398,2,1,"Drew, Master. Marshall Brines",male,8.0,0,2,32.5,S
399,399,2,0,"Drew, Mr. James Vivian",male,42.0,1,1,32.5,S
400,400,2,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,32.5,S
401,401,2,1,"Duran y More, Miss. Asuncion",female,27.0,1,0,13.86,C
402,402,2,1,"Duran y More, Miss. Florentina",female,30.0,1,0,13.86,C
403,403,2,0,"Eitemiller, Mr. George Floyd",male,23.0,0,0,13.0,S
404,404,2,0,"Enander, Mr. Ingvar",male,21.0,0,0,13.0,S
405,405,2,0,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,13.0,S
406,406,2,0,"Faunthorpe, Mr. Harry",male,40.0,1,0,26.0,S
407,407,2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29.0,1,0,26.0,S
408,408,2,0,"Fillbrook, Mr. Joseph Charles",male,18.0,0,0,10.5,S
409,409,2,0,"Fox, Mr. Stanley Hubert",male,36.0,0,0,13.0,S
410,410,2,0,"Frost, Mr. Anthony Wood ""Archie""",male,29.8811345124283,0,0,0.0,S
411,411,2,0,"Funk, Miss. Annie Clemmer",female,38.0,0,0,13.0,S
412,412,2,0,"Fynney, Mr. Joseph J",male,35.0,0,0,26.0,S
413,413,2,0,"Gale, Mr. Harry",male,38.0,1,0,21.0,S
414,414,2,0,"Gale, Mr. Shadrach",male,34.0,1,0,21.0,S
415,415,2,1,"Garside, Miss. Ethel",female,34.0,0,0,13.0,S
416,416,2,0,"Gaskell, Mr. Alfred",male,16.0,0,0,26.0,S
417,417,2,0,"Gavey, Mr. Lawrence",male,26.0,0,0,10.5,S
418,418,2,0,"Gilbert, Mr. William",male,47.0,0,0,10.5,S
419,419,2,0,"Giles, Mr. Edgar",male,21.0,1,0,11.5,S
420,420,2,0,"Giles, Mr. Frederick Edward",male,21.0,1,0,11.5,S
421,421,2,0,"Giles, Mr. Ralph",male,24.0,0,0,13.5,S
422,422,2,0,"Gill, Mr. John William",male,24.0,0,0,13.0,S
423,423,2,0,"Gillespie, Mr. William Henry",male,34.0,0,0,13.0,S
424,424,2,0,"Givard, Mr. Hans Kristensen",male,30.0,0,0,13.0,S
425,425,2,0,"Greenberg, Mr. Samuel",male,52.0,0,0,13.0,S
426,426,2,0,"Hale, Mr. Reginald",male,30.0,0,0,13.0,S
427,427,2,1,"Hamalainen, Master. Viljo",male,0.6667,1,1,14.5,S
428,428,2,1,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,14.5,S
429,429,2,0,"Harbeck, Mr. William H",male,44.0,0,0,13.0,S
430,430,2,1,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,0,1,33.0,S
431,431,2,0,"Harper, Rev. John",male,28.0,0,1,33.0,S
432,432,2,1,"Harris, Mr. George",male,62.0,0,0,10.5,S
433,433,2,0,"Harris, Mr. Walter",male,30.0,0,0,10.5,S
434,434,2,1,"Hart, Miss. Eva Miriam",female,7.0,0,2,26.25,S
435,435,2,0,"Hart, Mr. Benjamin",male,43.0,1,1,26.25,S
436,436,2,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,26.25,S
437,437,2,1,"Herman, Miss. Alice",female,24.0,1,2,65.0,S
438,438,2,1,"Herman, Miss. Kate",female,24.0,1,2,65.0,S
439,439,2,0,"Herman, Mr. Samuel",male,49.0,1,2,65.0,S
440,440,2,1,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,65.0,S
441,441,2,1,"Hewlett, Mrs. (Mary D Kingcome) ",female,55.0,0,0,16.0,S
442,442,2,0,"Hickman, Mr. Leonard Mark",male,24.0,2,0,73.5,S
443,443,2,0,"Hickman, Mr. Lewis",male,32.0,2,0,73.5,S
444,444,2,0,"Hickman, Mr. Stanley George",male,21.0,2,0,73.5,S
445,445,2,0,"Hiltunen, Miss. Marta",female,18.0,1,1,13.0,S
446,446,2,1,"Hocking, Miss. Ellen ""Nellie""",female,20.0,2,1,23.0,S
447,447,2,0,"Hocking, Mr. Richard George",male,23.0,2,1,11.5,S
448,448,2,0,"Hocking, Mr. Samuel James Metcalfe",male,36.0,0,0,13.0,S
449,449,2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,1,3,23.0,S
450,450,2,0,"Hodges, Mr. Henry Price",male,50.0,0,0,13.0,S
451,451,2,0,"Hold, Mr. Stephen",male,44.0,1,0,26.0,S
452,452,2,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29.0,1,0,26.0,S
453,453,2,0,"Hood, Mr. Ambrose Jr",male,21.0,0,0,73.5,S
454,454,2,1,"Hosono, Mr. Masabumi",male,42.0,0,0,13.0,S
455,455,2,0,"Howard, Mr. Benjamin",male,63.0,1,0,26.0,S
456,456,2,0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60.0,1,0,26.0,S
457,457,2,0,"Hunt, Mr. George Henry",male,33.0,0,0,12.28,S
458,458,2,1,"Ilett, Miss. Bertha",female,17.0,0,0,10.5,S
459,459,2,0,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,27.0,S
460,460,2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,27.0,S
461,461,2,0,"Jarvis, Mr. John Denzil",male,47.0,0,0,15.0,S
462,462,2,0,"Jefferys, Mr. Clifford Thomas",male,24.0,2,0,31.5,S
463,463,2,0,"Jefferys, Mr. Ernest Wilfred",male,22.0,2,0,31.5,S
464,464,2,0,"Jenkin, Mr. Stephen Curnow",male,32.0,0,0,10.5,S
465,465,2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,13.79,C
466,466,2,0,"Kantor, Mr. Sinai",male,34.0,1,0,26.0,S
467,467,2,1,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,26.0,S
468,468,2,0,"Karnes, Mrs. J Frank (Claire Bennett)",female,22.0,0,0,21.0,S
469,469,2,1,"Keane, Miss. Nora A",female,29.8811345124283,0,0,12.35,Q
470,470,2,0,"Keane, Mr. Daniel",male,35.0,0,0,12.35,Q
471,471,2,1,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,13.5,S
472,472,2,0,"Kirkland, Rev. Charles Leonard",male,57.0,0,0,12.35,Q
473,473,2,0,"Knight, Mr. Robert J",male,29.8811345124283,0,0,0.0,S
474,474,2,0,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,10.5,S
475,475,2,0,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,26.0,S
476,476,2,0,"Lahtinen, Rev. William",male,30.0,1,1,26.0,S
477,477,2,0,"Lamb, Mr. John Joseph",male,29.8811345124283,0,0,10.71,Q
478,478,2,1,"Laroche, Miss. Louise",female,1.0,1,2,41.58,C
479,479,2,1,"Laroche, Miss. Simonne Marie Anne Andree",female,3.0,1,2,41.58,C
480,480,2,0,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,41.58,C
481,481,2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,41.58,C
482,482,2,1,"Lehmann, Miss. Bertha",female,17.0,0,0,12.0,C
483,483,2,1,"Leitch, Miss. Jessie Wills",female,29.8811345124283,0,0,33.0,S
484,484,2,1,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,10.5,S
485,485,2,0,"Levy, Mr. Rene Jacques",male,36.0,0,0,12.88,C
486,486,2,0,"Leyson, Mr. Robert William Norman",male,24.0,0,0,10.5,S
487,487,2,0,"Lingane, Mr. John",male,61.0,0,0,12.35,Q
488,488,2,0,"Louch, Mr. Charles Alexander",male,50.0,1,0,26.0,S
489,489,2,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,26.0,S
490,490,2,0,"Mack, Mrs. (Mary)",female,57.0,0,0,10.5,S
491,491,2,0,"Malachard, Mr. Noel",male,29.8811345124283,0,0,15.05,C
492,492,2,1,"Mallet, Master. Andre",male,1.0,0,2,37.0,C
493,493,2,0,"Mallet, Mr. Albert",male,31.0,1,1,37.0,C
494,494,2,1,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24.0,1,1,37.0,C
495,495,2,0,"Mangiavacchi, Mr. Serafino Emilio",male,29.8811345124283,0,0,15.58,C
496,496,2,0,"Matthews, Mr. William John",male,30.0,0,0,13.0,S
497,497,2,0,"Maybery, Mr. Frank Hubert",male,40.0,0,0,16.0,S
498,498,2,0,"McCrae, Mr. Arthur Gordon",male,32.0,0,0,13.5,S
499,499,2,0,"McCrie, Mr. James Matthew",male,30.0,0,0,13.0,S
500,500,2,0,"McKane, Mr. Peter David",male,46.0,0,0,26.0,S
501,501,2,1,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,19.5,S
502,502,2,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,19.5,S
503,503,2,1,"Mellors, Mr. William John",male,19.0,0,0,10.5,S
504,504,2,0,"Meyer, Mr. August",male,39.0,0,0,13.0,S
505,505,2,0,"Milling, Mr. Jacob Christian",male,48.0,0,0,13.0,S
506,506,2,0,"Mitchell, Mr. Henry Michael",male,70.0,0,0,10.5,S
507,507,2,0,"Montvila, Rev. Juozas",male,27.0,0,0,13.0,S
508,508,2,0,"Moraweck, Dr. Ernest",male,54.0,0,0,14.0,S
509,509,2,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,26.0,S
510,510,2,0,"Mudd, Mr. Thomas Charles",male,16.0,0,0,10.5,S
511,511,2,0,"Myles, Mr. Thomas Francis",male,62.0,0,0,9.69,Q
512,512,2,0,"Nasser, Mr. Nicholas",male,32.5,1,0,30.07,C
513,513,2,1,"Nasser, Mrs. Nicholas (Adele Achem)",female,14.0,1,0,30.07,C
514,514,2,1,"Navratil, Master. Edmond Roger",male,2.0,1,1,26.0,S
515,515,2,1,"Navratil, Master. Michel M",male,3.0,1,1,26.0,S
516,516,2,0,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,26.0,S
517,517,2,0,"Nesson, Mr. Israel",male,26.0,0,0,13.0,S
518,518,2,0,"Nicholls, Mr. Joseph Charles",male,19.0,1,1,36.75,S
519,519,2,0,"Norman, Mr. Robert Douglas",male,28.0,0,0,13.5,S
520,520,2,1,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",male,20.0,0,0,13.86,C
521,521,2,1,"Nye, Mrs. (Elizabeth Ramell)",female,29.0,0,0,10.5,S
522,522,2,0,"Otter, Mr. Richard",male,39.0,0,0,13.0,S
523,523,2,1,"Oxenham, Mr. Percy Thomas",male,22.0,0,0,10.5,S
524,524,2,1,"Padro y Manent, Mr. Julian",male,29.8811345124283,0,0,13.86,C
525,525,2,0,"Pain, Dr. Alfred",male,23.0,0,0,10.5,S
526,526,2,1,"Pallas y Castello, Mr. Emilio",male,29.0,0,0,13.86,C
527,527,2,0,"Parker, Mr. Clifford Richard",male,28.0,0,0,10.5,S
528,528,2,0,"Parkes, Mr. Francis ""Frank""",male,29.8811345124283,0,0,0.0,S
529,529,2,1,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,26.0,S
530,530,2,0,"Pengelly, Mr. Frederick William",male,19.0,0,0,10.5,S
531,531,2,0,"Pernot, Mr. Rene",male,29.8811345124283,0,0,15.05,C
532,532,2,0,"Peruschitz, Rev. Joseph Maria",male,41.0,0,0,13.0,S
533,533,2,1,"Phillips, Miss. Alice Frances Louisa",female,21.0,0,1,21.0,S
534,534,2,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,26.0,S
535,535,2,0,"Phillips, Mr. Escott Robert",male,43.0,0,1,21.0,S
536,536,2,1,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,13.0,S
537,537,2,0,"Ponesell, Mr. Martin",male,34.0,0,0,13.0,S
538,538,2,1,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,0,0,12.74,C
539,539,2,0,"Pulbaum, Mr. Franz",male,27.0,0,0,15.03,C
540,540,2,1,"Quick, Miss. Phyllis May",female,2.0,1,1,26.0,S
541,541,2,1,"Quick, Miss. Winifred Vera",female,8.0,1,1,26.0,S
542,542,2,1,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26.0,S
543,543,2,0,"Reeves, Mr. David",male,36.0,0,0,10.5,S
544,544,2,0,"Renouf, Mr. Peter Henry",male,34.0,1,0,21.0,S
545,545,2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3,0,21.0,S
546,546,2,1,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,13.0,S
547,547,2,0,"Richard, Mr. Emile",male,23.0,0,0,15.05,C
548,548,2,1,"Richards, Master. George Sibley",male,0.8333,1,1,18.75,S
549,549,2,1,"Richards, Master. William Rowe",male,3.0,1,1,18.75,S
550,550,2,1,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,18.75,S
551,551,2,1,"Ridsdale, Miss. Lucy",female,50.0,0,0,10.5,S
552,552,2,0,"Rogers, Mr. Reginald Harry",male,19.0,0,0,10.5,S
553,553,2,1,"Rugg, Miss. Emily",female,21.0,0,0,10.5,S
554,554,2,0,"Schmidt, Mr. August",male,26.0,0,0,13.0,S
555,555,2,0,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,13.0,S
556,556,2,0,"Sharp, Mr. Percival James R",male,27.0,0,0,26.0,S
557,557,2,1,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,26.0,S
558,558,2,1,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,13.0,S
559,559,2,1,"Sincock, Miss. Maude",female,20.0,0,0,36.75,S
560,560,2,1,"Sinkkonen, Miss. Anna",female,30.0,0,0,13.0,S
561,561,2,0,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,13.5,S
562,562,2,1,"Slayter, Miss. Hilda Mary",female,30.0,0,0,12.35,Q
563,563,2,0,"Slemen, Mr. Richard James",male,35.0,0,0,10.5,S
564,564,2,1,"Smith, Miss. Marion Elsie",female,40.0,0,0,13.0,S
565,565,2,0,"Sobey, Mr. Samuel James Hayden",male,25.0,0,0,13.0,S
566,566,2,0,"Stanton, Mr. Samuel Ward",male,41.0,0,0,15.05,C
567,567,2,0,"Stokes, Mr. Philip Joseph",male,25.0,0,0,10.5,S
568,568,2,0,"Swane, Mr. George",male,18.5,0,0,13.0,S
569,569,2,0,"Sweet, Mr. George Frederick",male,14.0,0,0,65.0,S
570,570,2,1,"Toomey, Miss. Ellen",female,50.0,0,0,10.5,S
571,571,2,0,"Troupiansky, Mr. Moses Aaron",male,23.0,0,0,13.0,S
572,572,2,1,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,12.65,S
573,573,2,1,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,10.5,S
574,574,2,0,"Turpin, Mr. William John Robert",male,29.0,1,0,21.0,S
575,575,2,0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,27.0,1,0,21.0,S
576,576,2,0,"Veal, Mr. James",male,40.0,0,0,13.0,S
577,577,2,1,"Walcroft, Miss. Nellie",female,31.0,0,0,21.0,S
578,578,2,0,"Ware, Mr. John James",male,30.0,1,0,21.0,S
579,579,2,0,"Ware, Mr. William Jeffery",male,23.0,1,0,10.5,S
580,580,2,1,"Ware, Mrs. John James (Florence Louise Long)",female,31.0,0,0,21.0,S
581,581,2,0,"Watson, Mr. Ennis Hastings",male,29.8811345124283,0,0,0.0,S
582,582,2,1,"Watt, Miss. Bertha J",female,12.0,0,0,15.75,S
583,583,2,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,0,0,15.75,S
584,584,2,1,"Webber, Miss. Susan",female,32.5,0,0,13.0,S
585,585,2,0,"Weisz, Mr. Leopold",male,27.0,1,0,26.0,S
586,586,2,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29.0,1,0,26.0,S
587,587,2,1,"Wells, Master. Ralph Lester",male,2.0,1,1,23.0,S
588,588,2,1,"Wells, Miss. Joan",female,4.0,1,1,23.0,S
589,589,2,1,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",female,29.0,0,2,23.0,S
590,590,2,1,"West, Miss. Barbara J",female,0.9167,1,2,27.75,S
591,591,2,1,"West, Miss. Constance Mirium",female,5.0,1,2,27.75,S
592,592,2,0,"West, Mr. Edwy Arthur",male,36.0,1,2,27.75,S
593,593,2,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,27.75,S
594,594,2,0,"Wheadon, Mr. Edward H",male,66.0,0,0,10.5,S
595,595,2,0,"Wheeler, Mr. Edwin ""Frederick""",male,29.8811345124283,0,0,12.88,S
596,596,2,1,"Wilhelms, Mr. Charles",male,31.0,0,0,13.0,S
597,597,2,1,"Williams, Mr. Charles Eugene",male,29.8811345124283,0,0,13.0,S
598,598,2,1,"Wright, Miss. Marion",female,26.0,0,0,13.5,S
599,599,2,0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,13.0,S
600,600,3,0,"Abbing, Mr. Anthony",male,42.0,0,0,7.55,S
601,601,3,0,"Abbott, Master. Eugene Joseph",male,13.0,0,2,20.25,S
602,602,3,0,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,20.25,S
603,603,3,1,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,20.25,S
604,604,3,1,"Abelseth, Miss. Karen Marie",female,16.0,0,0,7.65,S
605,605,3,1,"Abelseth, Mr. Olaus Jorgensen",male,25.0,0,0,7.65,S
606,606,3,1,"Abrahamsson, Mr. Abraham August Johannes",male,20.0,0,0,7.93,S
607,607,3,1,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,18.0,0,0,7.23,C
608,608,3,0,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,7.25,S
609,609,3,0,"Adams, Mr. John",male,26.0,0,0,8.05,S
610,610,3,0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40.0,1,0,9.48,S
611,611,3,1,"Aks, Master. Philip Frank",male,0.8333,0,1,9.35,S
612,612,3,1,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,9.35,S
613,613,3,1,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,18.79,C
614,614,3,0,"Alexander, Mr. William",male,26.0,0,0,7.89,S
615,615,3,0,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,7.93,S
616,616,3,0,"Ali, Mr. Ahmed",male,24.0,0,0,7.05,S
617,617,3,0,"Ali, Mr. William",male,25.0,0,0,7.05,S
618,618,3,0,"Allen, Mr. William Henry",male,35.0,0,0,8.05,S
619,619,3,0,"Allum, Mr. Owen George",male,18.0,0,0,8.3,S
620,620,3,0,"Andersen, Mr. Albert Karvin",male,32.0,0,0,22.53,S
621,621,3,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,7.85,S
622,622,3,0,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,31.28,S
623,623,3,0,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,31.28,S
624,624,3,0,"Andersson, Miss. Ellis Anna Maria",female,2.0,4,2,31.28,S
625,625,3,1,"Andersson, Miss. Erna Alexandra",female,17.0,4,2,7.93,S
626,626,3,0,"Andersson, Miss. Ida Augusta Margareta",female,38.0,4,2,7.78,S
627,627,3,0,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,31.28,S
628,628,3,0,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,31.28,S
629,629,3,0,"Andersson, Mr. Anders Johan",male,39.0,1,5,31.28,S
630,630,3,1,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,0,0,7.8,S
631,631,3,0,"Andersson, Mr. Johan Samuel",male,26.0,0,0,7.78,S
632,632,3,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,31.28,S
