pclass,survived,gender,age,sibsp,parch,fare,embarked
3,0,male,28.0,0,0,7.8,S
3,0,male,24.0,0,0,7.85,S
3,1,female,16.0,0,0,7.75,Q
3,0,female,37.0,0,0,7.75,Q
3,0,male,28.0,0,0,7.25,S
3,0,male,24.0,0,0,8.05,S
3,0,male,21.0,0,0,7.73,Q
3,1,male,32.0,0,0,56.5,S
3,0,male,29.0,0,0,8.05,S
3,0,male,26.0,1,0,14.45,C
3,0,male,18.0,1,0,14.45,C
3,0,male,20.0,0,0,7.05,S
3,1,male,18.0,0,0,8.05,S
3,0,male,24.0,0,0,7.25,Q
3,0,male,36.0,0,0,7.5,S
3,0,male,24.0,0,0,7.5,S
3,0,male,31.0,0,0,7.73,Q
3,0,male,31.0,0,0,7.75,Q
3,1,female,22.0,0,0,7.75,Q
3,0,female,30.0,0,0,7.63,Q
3,0,male,70.5,0,0,7.75,Q
3,0,male,43.0,0,0,8.05,S
3,0,male,35.0,0,0,7.9,S
3,0,male,27.0,0,0,7.9,S
3,0,male,19.0,0,0,7.9,S
3,0,male,30.0,0,0,8.05,S
3,1,male,9.0,1,1,15.9,S
3,1,male,3.0,1,1,15.9,S
3,1,female,36.0,0,2,15.9,S
3,0,male,59.0,0,0,7.25,S
3,0,male,19.0,0,0,8.16,S
3,1,female,17.0,0,1,16.1,S
3,0,male,44.0,0,1,16.1,S
3,0,male,17.0,0,0,8.66,S
3,0,male,22.5,0,0,7.23,C
3,1,male,45.0,0,0,8.05,S
3,0,female,22.0,0,0,10.52,S
3,0,male,19.0,0,0,10.17,S
3,1,female,30.0,0,0,6.95,Q
3,1,male,29.0,0,0,7.75,Q
3,0,male,0.3333,0,2,14.4,S
3,0,male,34.0,1,1,14.4,S
3,0,female,28.0,1,1,14.4,S
3,0,male,27.0,0,0,7.9,S
3,0,male,25.0,0,0,7.9,S
3,0,male,24.0,2,0,24.15,S
3,0,male,22.0,0,0,8.05,S
3,0,male,21.0,2,0,24.15,S
3,0,male,17.0,2,0,8.05,S
3,0,male,,1,0,16.1,S
3,1,female,,1,0,16.1,S
3,1,male,36.5,1,0,17.4,S
3,1,female,36.0,1,0,17.4,S
3,1,male,30.0,0,0,9.5,S
3,0,male,16.0,0,0,9.5,S
3,1,male,1.0,1,2,20.58,S
3,1,female,0.1667,1,2,20.58,S
3,0,male,26.0,1,2,20.58,S
3,1,female,33.0,1,2,20.58,S
3,0,male,25.0,0,0,7.9,S
3,0,male,,0,0,7.9,S
3,0,male,,0,0,7.9,S
3,0,male,22.0,0,0,7.25,S
3,0,male,36.0,0,0,7.25,S
3,1,female,19.0,0,0,7.88,Q
3,0,male,17.0,0,0,7.9,S
3,0,male,42.0,0,0,8.66,S
3,0,male,43.0,0,0,7.9,S
3,0,male,,0,0,7.23,C
3,0,male,32.0,0,0,7.75,Q
3,1,male,19.0,0,0,8.05,S
3,1,female,30.0,0,0,12.48,S
3,0,female,24.0,0,0,7.75,Q
3,1,female,23.0,0,0,8.05,S
3,0,male,33.0,0,0,7.9,C
3,0,male,65.0,0,0,7.75,Q
3,1,male,24.0,0,0,7.55,S
3,0,male,23.0,1,0,13.9,S
3,1,female,22.0,1,0,13.9,S
3,0,male,18.0,0,0,7.78,S
3,0,male,16.0,0,0,7.78,S
3,0,male,45.0,0,0,6.98,S
3,0,male,,0,0,7.23,C
3,0,male,39.0,0,2,7.23,C
3,0,male,17.0,1,1,7.23,C
3,0,male,15.0,1,1,7.23,C
3,0,male,47.0,0,0,7.25,S
3,1,female,5.0,0,0,12.48,S
3,0,male,,0,0,7.23,C
3,0,male,40.5,0,0,15.1,S
3,0,male,40.5,0,0,7.75,Q
3,1,male,,0,0,7.05,S
3,0,male,18.0,0,0,7.8,S
3,0,female,,0,0,7.75,Q
3,0,male,,0,0,7.75,Q
3,0,male,,0,0,6.95,Q
3,0,male,26.0,0,0,7.88,Q
3,0,male,,0,0,7.75,Q
3,1,male,,0,0,56.5,S
3,0,female,21.0,2,2,34.38,S
3,0,female,9.0,2,2,34.38,S
3,0,male,,0,0,8.05,S
3,0,male,18.0,2,2,34.38,S
3,0,male,16.0,1,3,34.38,S
3,0,female,48.0,1,3,34.38,S
3,0,male,,0,0,7.75,Q
3,0,male,,0,0,7.25,S
3,0,male,25.0,0,0,7.74,Q
3,0,male,,0,0,14.5,S
3,0,male,,0,0,7.9,C
3,0,male,22.0,0,0,8.05,S
3,1,female,16.0,0,0,7.73,Q
3,1,female,,0,0,7.75,Q
3,1,male,9.0,0,2,20.53,S
3,0,male,33.0,1,1,20.53,S
3,0,male,41.0,0,0,7.85,S
3,1,female,31.0,1,1,20.53,S
3,0,male,38.0,0,0,7.05,S
3,0,male,9.0,5,2,46.9,S
3,0,male,1.0,5,2,46.9,S
3,0,male,11.0,5,2,46.9,S
3,0,female,10.0,5,2,46.9,S
3,0,female,16.0,5,2,46.9,S
3,0,male,14.0,5,2,46.9,S
3,0,male,40.0,1,6,46.9,S
3,0,female,43.0,1,6,46.9,S
3,0,male,51.0,0,0,8.05,S
3,0,male,32.0,0,0,8.36,S
3,0,male,,0,0,8.05,S
3,0,male,20.0,0,0,9.85,S
3,0,male,37.0,2,0,7.93,S
3,0,male,28.0,2,0,7.93,S
3,0,male,19.0,0,0,7.78,S
3,0,female,24.0,0,0,8.85,S
3,0,female,17.0,0,0,7.73,Q
3,0,male,,1,0,19.97,S
3,0,male,,1,0,19.97,S
3,0,male,28.0,1,0,15.85,S
3,1,female,24.0,1,0,15.85,S
3,0,male,20.0,0,0,9.5,S
3,0,male,23.5,0,0,7.23,C
3,0,male,41.0,2,0,14.11,S
3,0,male,26.0,1,0,7.85,S
3,0,male,21.0,0,0,7.85,S
3,1,female,45.0,1,0,14.11,S
3,0,female,,0,0,7.55,S
3,0,male,25.0,0,0,7.25,S
3,0,male,,0,0,6.86,Q
3,0,male,11.0,0,0,18.79,C
3,1,female,,0,0,7.75,Q
3,1,male,27.0,0,0,6.98,S
3,1,male,,0,0,56.5,S
3,0,female,18.0,0,0,6.75,Q
3,1,female,26.0,0,0,7.93,S
3,0,female,23.0,0,0,7.93,S
3,1,female,22.0,0,0,8.96,S
3,0,male,28.0,0,0,7.9,S
3,0,female,28.0,0,0,7.78,S
3,0,female,,0,0,7.75,Q
3,1,female,2.0,0,1,12.29,S
3,1,female,22.0,1,1,12.29,S
3,0,male,43.0,0,0,6.45,S
3,0,male,28.0,0,0,22.53,S
3,1,female,27.0,0,0,7.93,S
3,0,male,,0,0,7.75,Q
3,1,female,,0,0,8.05,S
3,0,male,42.0,0,0,7.65,S
3,1,male,,0,0,7.89,S
3,0,male,30.0,0,0,7.23,C
3,0,male,,0,0,7.9,S
3,0,female,27.0,1,0,7.93,S
3,0,female,25.0,1,0,7.93,S
3,0,male,,0,0,7.9,S
3,1,male,29.0,0,0,7.9,C
3,1,male,21.0,0,0,7.8,S
3,0,male,,0,0,7.05,S
3,0,male,20.0,0,0,7.85,S
3,0,male,48.0,0,0,7.85,S
3,0,male,17.0,1,0,7.05,S
3,1,female,,0,0,7.75,Q
3,1,male,,0,0,8.11,S
3,0,male,34.0,0,0,6.5,S
3,1,male,26.0,0,0,7.78,S
3,0,male,22.0,0,0,7.8,S
3,0,male,33.0,0,0,8.65,S
3,0,male,31.0,0,0,7.78,S
3,0,male,29.0,0,0,7.85,S
3,1,male,4.0,1,1,11.13,S
3,1,female,1.0,1,1,11.13,S
3,0,male,49.0,0,0,0.0,S
3,0,male,33.0,0,0,7.78,S
3,0,male,19.0,0,0,0.0,S
3,1,female,27.0,0,2,11.13,S
3,0,male,,1,2,23.45,S
3,0,female,,1,2,23.45,S
3,0,male,,1,2,23.45,S
3,0,female,,1,2,23.45,S
3,0,male,23.0,0,0,7.9,S
3,1,male,32.0,0,0,7.85,S
3,0,male,27.0,0,0,7.85,S
3,0,female,20.0,1,0,9.83,S
3,0,female,21.0,1,0,9.83,S
3,1,male,32.0,0,0,7.93,S
3,0,male,17.0,0,0,7.13,S
3,0,male,21.0,0,0,8.43,S
3,0,male,30.0,0,0,7.9,S
3,1,male,21.0,0,0,7.8,S
3,0,male,33.0,0,0,7.85,S
3,0,male,22.0,0,0,7.52,S
3,1,female,4.0,0,1,13.42,C
3,1,male,39.0,0,1,13.42,C
3,0,male,,0,0,7.23,C
3,0,male,18.5,0,0,7.23,C
3,0,male,,0,0,7.75,Q
3,0,male,,0,0,7.25,S
3,1,female,,0,0,7.75,Q
3,1,female,,0,0,7.75,Q
3,0,male,34.5,0,0,7.83,Q
3,0,male,44.0,0,0,8.05,S
3,1,male,,0,0,7.75,Q
3,0,male,,1,0,14.45,C
3,0,female,,1,0,14.45,C
3,0,male,,1,0,7.75,Q
3,0,male,,1,0,7.75,Q
3,0,male,,0,0,7.74,Q
3,0,female,22.0,2,0,8.66,S
3,0,male,26.0,2,0,8.66,S
3,1,female,4.0,0,2,22.03,S
3,1,male,29.0,3,1,22.03,S
3,1,female,26.0,1,1,22.03,S
3,0,female,1.0,1,1,12.18,S
3,0,male,18.0,1,1,7.85,S
3,0,female,36.0,0,2,12.18,S
3,0,male,,0,0,7.9,C
3,1,male,25.0,0,0,7.23,C
3,0,male,,0,0,7.23,C
3,0,female,37.0,0,0,9.59,S
3,0,male,,0,0,7.9,S
3,1,male,,0,0,56.5,S
3,0,male,,0,0,56.5,S
3,1,female,22.0,0,0,7.25,S
3,0,male,,0,0,7.75,Q
3,1,male,26.0,0,0,56.5,S
3,0,male,29.0,0,0,9.48,S
3,0,male,29.0,0,0,7.78,S
3,0,male,22.0,0,0,7.78,S
3,1,male,22.0,0,0,7.23,C
3,0,male,,3,1,25.47,S
3,0,female,,3,1,25.47,S
3,0,female,,3,1,25.47,S
3,0,female,,3,1,25.47,S
3,0,female,,0,4,25.47,S
3,0,male,32.0,0,0,7.93,S
3,0,male,34.5,0,0,6.44,C
3,0,female,,1,0,15.5,Q
3,0,male,,1,0,15.5,Q
3,0,male,36.0,0,0,0.0,S
3,0,male,39.0,0,0,24.15,S
3,0,male,24.0,0,0,9.5,S
3,0,female,25.0,0,0,7.78,S
3,0,female,45.0,0,0,7.75,S
3,0,male,36.0,1,0,15.55,S
3,0,female,30.0,1,0,15.55,S
3,1,male,20.0,1,0,7.93,S
3,0,male,,0,0,7.88,Q
3,0,male,28.0,0,0,56.5,S
3,0,male,,0,0,7.55,S
3,0,male,30.0,1,0,16.1,S
3,0,female,26.0,1,0,16.1,S
3,0,male,,0,0,7.88,S
3,0,male,20.5,0,0,7.25,S
3,1,male,27.0,0,0,8.66,S
3,0,male,51.0,0,0,7.05,S
3,1,female,23.0,0,0,7.85,S
3,1,male,32.0,0,0,7.58,S
3,0,male,,0,0,7.9,S
3,0,male,,0,0,7.55,S
3,1,female,,0,0,7.75,Q
3,1,male,24.0,0,0,7.14,S
3,0,male,22.0,0,0,7.13,S
3,0,female,,0,0,7.88,Q
3,0,male,,0,0,7.75,Q
3,0,male,,0,0,8.05,S
3,0,male,29.0,0,0,7.93,S
3,1,male,,0,0,7.23,C
3,0,female,30.5,0,0,7.75,Q
3,1,female,,0,0,7.74,Q
3,0,male,,0,0,7.23,C
3,0,male,35.0,0,0,7.9,C
3,0,male,33.0,0,0,7.9,S
3,1,female,,0,0,7.23,C
3,0,male,,0,0,7.9,C
3,1,female,,0,0,7.75,Q
3,1,male,,0,0,7.75,Q
3,1,female,,2,0,23.25,Q
3,1,female,,2,0,23.25,Q
3,1,male,,2,0,23.25,Q
3,1,female,,0,0,7.79,Q
3,0,male,,0,0,15.5,Q
3,1,female,,0,0,7.88,Q
3,1,female,15.0,0,0,8.03,Q
3,0,female,35.0,0,0,7.75,Q
3,0,male,,0,0,7.75,Q
3,0,male,24.0,1,0,16.1,S
3,0,female,19.0,1,0,16.1,S
3,0,female,,0,0,7.75,Q
3,0,female,,0,0,8.05,S
3,0,female,,0,0,8.05,S
3,0,male,55.5,0,0,8.05,S
3,0,male,,0,0,7.75,Q
3,1,male,21.0,0,0,7.78,S
3,0,male,,0,0,8.05,S
3,0,male,24.0,0,0,7.9,S
3,0,male,21.0,0,0,7.9,S
3,0,male,28.0,0,0,7.9,S
3,0,male,,0,0,7.9,S
3,1,female,,0,0,7.88,Q
3,0,male,25.0,0,0,7.65,S
3,1,male,6.0,0,1,12.48,S
3,1,female,27.0,0,1,12.48,S
3,0,male,,0,0,8.05,S
3,1,female,,1,0,24.15,Q
3,0,male,,1,0,24.15,Q
3,0,male,,0,0,8.46,Q
3,0,male,34.0,0,0,8.05,S
3,0,male,,0,0,7.75,Q
3,1,male,,0,0,7.78,S
3,1,male,,1,1,15.25,C
3,1,male,,1,1,15.25,C
3,1,female,,0,2,15.25,C
3,1,female,,0,0,7.23,C
3,0,male,,0,0,8.05,S
3,1,female,,0,0,7.73,Q
3,1,female,24.0,0,0,7.75,Q
3,0,male,,0,0,8.05,S
3,1,female,,1,0,15.5,Q
3,1,female,,1,0,15.5,Q
3,1,female,,0,0,15.5,Q
3,0,male,18.0,0,0,7.75,S
3,0,male,22.0,0,0,7.9,S
3,1,female,15.0,0,0,7.23,C
3,1,female,1.0,0,2,15.74,C
3,1,male,20.0,1,1,15.74,C
3,1,female,19.0,1,1,15.74,C
3,0,male,33.0,0,0,8.05,S
3,0,male,,0,0,7.9,S
3,0,male,,0,0,7.23,C
3,0,female,,0,0,7.75,Q
3,0,male,,0,0,7.9,S
3,1,male,12.0,1,0,11.24,C
3,1,female,14.0,1,0,11.24,C
3,0,female,29.0,0,0,7.93,S
3,0,male,28.0,0,0,8.05,S
3,1,female,18.0,0,0,7.78,S
3,1,female,26.0,0,0,7.85,S
3,0,male,21.0,0,0,7.85,S
3,0,male,41.0,0,0,7.13,S
3,1,male,39.0,0,0,7.93,S
3,0,male,21.0,0,0,7.8,S
3,0,male,28.5,0,0,7.23,C
3,1,female,22.0,0,0,7.75,S
3,0,male,61.0,0,0,6.24,S
3,0,male,,1,0,15.5,Q
3,0,male,,0,0,7.83,Q
3,1,female,,1,0,15.5,Q
3,0,male,,0,0,7.73,Q
3,0,male,,0,0,7.75,Q
3,0,male,,0,0,7.75,Q
3,0,male,23.0,0,0,9.23,S
3,0,female,,0,0,7.75,Q
3,1,female,,0,0,7.75,Q
3,1,female,,0,0,7.88,Q
3,1,female,22.0,0,0,7.78,S
3,1,male,,0,0,7.75,Q
3,1,female,,0,0,7.83,Q
3,1,male,9.0,0,1,3.17,S
3,0,male,28.0,0,0,22.53,S
3,0,male,42.0,0,1,8.4,S
3,0,male,,0,0,7.31,S
3,0,female,31.0,0,0,7.85,S
3,0,male,28.0,0,0,7.85,S
3,1,male,32.0,0,0,7.78,S
3,0,male,20.0,0,0,9.23,S
3,0,female,23.0,0,0,8.66,S
3,0,female,20.0,0,0,8.66,S
3,0,male,20.0,0,0,8.66,S
3,0,male,16.0,0,0,9.22,S
3,1,female,31.0,0,0,8.68,S
3,0,female,,0,0,7.63,Q
3,0,male,2.0,3,1,21.08,S
3,0,male,6.0,3,1,21.08,S
3,0,female,3.0,3,1,21.08,S
3,0,female,8.0,3,1,21.08,S
3,0,female,29.0,0,4,21.08,S
3,0,male,1.0,4,1,39.69,S
3,0,male,7.0,4,1,39.69,S
3,0,male,2.0,4,1,39.69,S
3,0,male,16.0,4,1,39.69,S
3,0,male,14.0,4,1,39.69,S
3,0,female,41.0,0,5,39.69,S
3,0,male,21.0,0,0,8.66,S
3,0,male,19.0,0,0,14.5,S
3,0,male,,0,0,8.71,C
3,0,male,32.0,0,0,7.9,S
3,0,male,0.75,1,1,13.78,S
3,0,female,3.0,1,1,13.78,S
3,0,female,26.0,0,2,13.78,S
3,0,male,,0,0,7.0,S
3,0,male,,0,0,7.78,S
3,0,male,,0,0,8.05,S
3,0,male,21.0,0,0,7.93,S
3,0,male,25.0,0,0,7.93,S
3,0,male,22.0,0,0,7.25,S
3,1,male,25.0,1,0,7.78,S
3,1,male,,1,1,22.36,C
3,1,female,,1,1,22.36,C
3,1,female,,0,2,22.36,C
3,0,female,,0,0,8.14,Q
3,0,male,24.0,0,0,8.05,S
3,0,female,28.0,0,0,7.9,S
3,0,male,19.0,0,0,7.9,S
3,0,male,,0,0,7.9,S
3,0,male,25.0,1,0,7.78,S
3,0,female,18.0,0,0,7.78,S
3,1,male,32.0,0,0,8.05,S
3,0,male,,0,0,7.9,S
3,0,male,17.0,0,0,8.66,S
3,0,male,24.0,0,0,8.66,S
3,0,male,,0,0,7.9,S
3,0,female,,0,0,8.11,S
3,0,male,,0,0,7.23,C
3,0,male,,0,0,7.25,S
3,0,male,38.0,0,0,7.9,S
3,0,male,21.0,0,0,8.05,S
3,0,male,10.0,4,1,29.13,Q
3,0,male,4.0,4,1,29.13,Q
3,0,male,7.0,4,1,29.13,Q
3,0,male,2.0,4,1,29.13,Q
3,0,male,8.0,4,1,29.13,Q
3,0,female,39.0,0,5,29.13,Q
3,0,female,22.0,0,0,39.69,S
3,0,male,35.0,0,0,7.13,S
3,1,female,,0,0,7.72,Q
3,0,male,,0,0,14.5,S
3,0,female,,0,0,14.5,S
3,0,male,50.0,1,0,14.5,S
3,0,female,47.0,1,0,14.5,S
3,0,male,,0,0,8.05,S
3,0,male,,0,0,7.78,S
3,0,female,2.0,1,1,20.21,S
3,0,male,18.0,1,1,20.21,S
3,0,female,41.0,0,2,20.21,S
3,1,female,,0,0,8.05,S
3,0,male,50.0,0,0,8.05,S
3,0,male,16.0,0,0,8.05,S
3,1,male,,0,0,7.75,Q
3,0,male,,0,0,24.15,Q
3,0,male,,0,0,7.23,C
3,0,male,25.0,0,0,7.23,C
3,0,male,,0,0,7.23,C
3,0,male,,0,0,7.73,Q
3,0,male,,0,0,7.58,S
3,0,male,38.5,0,0,7.25,S
3,0,male,,8,2,69.55,S
3,0,male,14.5,8,2,69.55,S
3,0,female,,8,2,69.55,S
3,0,female,,8,2,69.55,S
3,0,female,,8,2,69.55,S
3,0,female,,8,2,69.55,S
3,0,male,,8,2,69.55,S
3,0,male,,8,2,69.55,S
3,0,male,,8,2,69.55,S
3,0,male,,1,9,69.55,S
3,0,female,,1,9,69.55,S
3,0,male,24.0,0,0,9.33,S
3,1,female,21.0,0,0,7.65,S
3,0,male,39.0,0,0,7.93,S
3,0,male,,2,0,21.68,C
3,0,male,,2,0,21.68,C
3,0,male,,2,0,21.68,C
3,1,female,1.0,1,1,16.7,S
3,1,female,24.0,0,2,16.7,S
3,1,female,4.0,1,1,16.7,S
3,1,male,25.0,0,0,9.5,S
3,0,male,20.0,0,0,8.05,S
3,0,male,24.5,0,0,8.05,S
3,0,male,,0,0,7.73,Q
3,0,male,,0,0,7.9,S
3,0,male,,0,0,7.75,Q
3,1,male,29.0,0,0,9.5,S
3,0,male,,0,0,15.1,S
3,1,female,,0,0,7.78,Q
3,0,male,,0,0,8.05,S
3,0,male,,0,0,8.05,S
3,0,male,22.0,0,0,7.23,C
3,0,male,,0,0,8.05,S
3,0,male,40.0,0,0,7.9,S
3,0,male,21.0,0,0,7.93,S
3,1,female,18.0,0,0,7.5,S
3,0,male,4.0,3,2,27.9,S
3,0,male,10.0,3,2,27.9,S
3,0,female,9.0,3,2,27.9,S
3,0,female,2.0,3,2,27.9,S
3,0,male,40.0,1,4,27.9,S
3,0,female,45.0,1,4,27.9,S
3,0,male,,0,0,7.9,S
3,0,male,,0,0,8.05,S
3,0,male,,0,0,8.66,S
3,0,male,,0,0,7.75,Q
3,1,female,,0,0,7.73,Q
3,0,male,19.0,0,0,7.65,S
3,0,male,30.0,0,0,8.05,S
3,0,male,,0,0,8.05,S
3,0,male,32.0,0,0,8.05,S
3,0,male,,0,0,7.9,S
3,0,male,33.0,0,0,8.66,C
3,1,female,23.0,0,0,7.55,S
3,0,male,21.0,0,0,8.05,S
3,0,male,60.5,0,0,,S
3,0,male,19.0,0,0,7.9,S
3,0,female,22.0,0,0,9.84,S
3,1,male,31.0,0,0,7.93,S
3,0,male,27.0,0,0,8.66,S
3,0,female,2.0,0,1,10.46,S
3,0,female,29.0,1,1,10.46,S
3,1,male,16.0,0,0,8.05,S
3,1,male,44.0,0,0,7.93,S
3,0,male,25.0,0,0,7.05,S
3,0,male,74.0,0,0,7.78,S
3,1,male,14.0,0,0,9.23,S
3,0,male,24.0,0,0,7.8,S
3,1,male,25.0,0,0,7.8,S
3,0,male,34.0,0,0,8.05,S
3,1,male,0.4167,0,1,8.52,C
3,0,male,,1,0,6.44,C
3,0,male,,0,0,6.44,C
3,0,male,,0,0,7.23,C
3,1,female,16.0,1,1,8.52,C
3,0,male,,0,0,8.05,S
3,0,male,,1,0,16.1,S
3,1,female,,1,0,16.1,S
3,0,male,32.0,0,0,7.93,S
3,0,male,,0,0,7.75,Q
3,0,male,,0,0,7.9,S
3,0,male,30.5,0,0,8.05,S
3,0,male,44.0,0,0,8.05,S
3,0,male,,0,0,7.23,C
3,1,male,25.0,0,0,0.0,S
3,0,male,,0,0,7.23,C
3,1,male,7.0,1,1,15.25,C
3,1,female,9.0,1,1,15.25,C
3,1,female,29.0,0,2,15.25,C
3,0,male,36.0,0,0,7.9,S
3,1,female,18.0,0,0,9.84,S
3,1,female,63.0,0,0,9.59,S
3,0,male,,1,1,14.5,S
3,0,male,11.5,1,1,14.5,S
3,0,male,40.5,0,2,14.5,S
3,0,female,10.0,0,2,24.15,S
3,0,male,36.0,1,1,24.15,S
3,0,female,30.0,1,1,24.15,S
3,0,male,,0,0,9.5,S
3,0,male,33.0,0,0,9.5,S
3,0,male,28.0,0,0,9.5,S
3,0,male,28.0,0,0,9.5,S
3,0,male,47.0,0,0,9.0,S
3,0,female,18.0,2,0,18.0,S
3,0,male,31.0,3,0,18.0,S
3,0,male,16.0,2,0,18.0,S
3,0,female,31.0,1,0,18.0,S
3,1,male,22.0,0,0,7.23,C
3,0,male,20.0,0,0,7.85,S
3,0,female,14.0,0,0,7.85,S
3,0,male,22.0,0,0,7.9,S
3,0,male,22.0,0,0,9.0,S
3,0,male,,0,0,8.05,S
3,0,male,,0,0,7.55,S
3,0,male,,0,0,8.05,S
3,0,male,32.5,0,0,9.5,S
3,1,female,38.0,0,0,7.23,C
3,0,male,51.0,0,0,7.75,S
3,0,male,18.0,1,0,6.5,S
3,0,male,21.0,1,0,6.5,S
3,1,female,47.0,1,0,7.0,S
3,0,male,,0,0,8.71,S
3,0,male,,0,0,7.55,S
3,0,male,,0,0,8.05,S
3,0,male,28.5,0,0,16.1,S
3,0,male,21.0,0,0,7.25,S
3,0,male,27.0,0,0,8.66,S
3,0,male,,0,0,7.25,S
3,0,male,36.0,0,0,9.5,S
3,0,male,27.0,1,0,14.45,C
3,1,female,15.0,1,0,14.45,C
3,0,male,45.5,0,0,7.23,C
3,0,male,,0,0,7.23,C
3,0,male,,0,0,14.46,C
3,0,female,14.5,1,0,14.45,C
3,0,female,,1,0,14.45,C
3,0,male,26.5,0,0,7.23,C
3,0,male,27.0,0,0,7.23,C
3,0,male,29.0,0,0,7.88,S
